"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"JOURNAL OF SUBSTANCE USE","1465-9891","1475-9942","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Substance Abuse"
"JOURNAL OF SUPPLY CHAIN MANAGEMENT","1523-2409","1745-493X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Management"
"JOURNAL OF SURVEY STATISTICS AND METHODOLOGY","2325-0984","2325-0992","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Social Sciences, Mathematical Methods"
"JOURNAL OF SUSTAINABLE TOURISM","0966-9582","1747-7646","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Green & Sustainable Science & Technology | Hospitality, Leisure, Sport & Tourism"
"JOURNAL OF TEACHER EDUCATION","0022-4871","1552-7816","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Education & Educational Research"
"JOURNAL OF TEACHING IN PHYSICAL EDUCATION","0273-5024","1543-2769","HUMAN KINETICS PUBL INC","1607 N MARKET ST, PO BOX 5076, CHAMPAIGN, USA, IL, 61820-2200","English","Education & Educational Research"
"JOURNAL OF TECHNOLOGY TRANSFER","0892-9912","1573-7047","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Management"
"JOURNAL OF THE ACADEMY OF CONSULTATION-LIAISON PSYCHIATRY","2667-2960","2667-2960","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","","Psychiatry"
"JOURNAL OF THE ACADEMY OF MARKETING SCIENCE","0092-0703","1552-7824","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Business"
"JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY","0890-8567","1527-5418","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Psychiatry | Psychology, Development"
"JOURNAL OF THE AMERICAN ACADEMY OF PSYCHIATRY AND THE LAW","1093-6793","1943-3662","AMER ACAD PSYCHIATRY & LAW","ONE REGENCY DR, PO BOX 30, BLOOMFIELD, USA, CT, 06002","English","Law | Psychiatry"
"JOURNAL OF THE AMERICAN ASSOCIATION OF NURSE PRACTITIONERS","2327-6886","2327-6924","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Nursing"
"JOURNAL OF THE AMERICAN GERIATRICS SOCIETY","0002-8614","1532-5415","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Gerontology"
"JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION","1067-5027","1527-974X","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Information Science & Library Science"
"JOURNAL OF THE AMERICAN PLANNING ASSOCIATION","0194-4363","1939-0130","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Regional & Urban Planning | Urban Studies"
"JOURNAL OF THE AMERICAN PSYCHIATRIC NURSES ASSOCIATION","1078-3903","1532-5725","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Nursing | Psychiatry"
"JOURNAL OF THE AMERICAN PSYCHOANALYTIC ASSOCIATION","0003-0651","1941-2460","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Psychology, Psychoanalysis | Psychiatry"
"JOURNAL OF THE ASIA PACIFIC ECONOMY","1354-7860","1469-9648","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Economics"
"JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY","2330-1635","2330-1643","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Information Science & Library Science"
"JOURNAL OF THE ASSOCIATION FOR INFORMATION SYSTEMS","1536-9323","1558-3457","ASSOC INFORMATION SYSTEMS","GEORGIA STATE UNIV, 35 BROAD STREET, STE 916-917, ATLANTA, USA, GA, 30303","English","Information Science & Library Science"
"JOURNAL OF THE ASSOCIATION OF ENVIRONMENTAL AND RESOURCE ECONOMISTS","2333-5955","2333-5963","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","English","Environmental Studies | Economics"
"JOURNAL OF THE AUSTRALIAN LIBRARY AND INFORMATION ASSOCIATION","2475-0158","2475-0166","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Information Science & Library Science"
"JOURNAL OF THE CIVIL WAR ERA","2154-4727","2159-9807","UNIV NORTH CAROLINA PRESS","BOX 2288, JOURNALS DEPT, CHAPEL HILL, USA, NC, 27515-2288","English","History"
"JOURNAL OF THE COPYRIGHT SOCIETY OF THE USA","0886-3520","","COPYRIGHT SOC USA","352 SEVENTH AVE, STE 739, NEW YORK, USA, NY, 10001","English","Law"
"JOURNAL OF THE ECONOMIC AND SOCIAL HISTORY OF THE ORIENT","0022-4995","1568-5209","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","English","History"
"JOURNAL OF THE ECONOMICS OF AGEING","2212-828X","2212-8298","ELSEVIER","RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX","English","Gerontology | Economics | Demography"
"JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION","1542-4766","1542-4774","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Economics"
"JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR","0022-5002","1938-3711","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Psychology, Biological | Psychology, Experimental"
"JOURNAL OF THE GILDED AGE AND PROGRESSIVE ERA","1537-7814","1943-3557","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","History"
"JOURNAL OF THE HISTORY OF BIOLOGY","0022-5010","1573-0387","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","History & Philosophy Of Science"
"JOURNAL OF THE HISTORY OF ECONOMIC THOUGHT","1053-8372","1469-9656","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","History | History Of Social Sciences"
"JOURNAL OF THE HISTORY OF MEDICINE AND ALLIED SCIENCES","0022-5045","1468-4373","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","History & Philosophy Of Science"
"JOURNAL OF THE HISTORY OF SEXUALITY","1043-4070","1535-3605","UNIV TEXAS PRESS","JOURNAL DIV, 2100 COMAL, AUSTIN, USA, TX, 78722","English","History | Sociology"
"JOURNAL OF THE HISTORY OF THE BEHAVIORAL SCIENCES","0022-5061","1520-6696","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","History Of Social Sciences"
"JOURNAL OF THE INTERNATIONAL PHONETIC ASSOCIATION","0025-1003","1475-3502","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Linguistics"
"JOURNAL OF THE JAPANESE AND INTERNATIONAL ECONOMIES","0889-1583","1095-8681","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","International Relations | Economics"
"JOURNAL OF THE KNOWLEDGE ECONOMY","1868-7865","1868-7873","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Economics"
"JOURNAL OF THE LEARNING SCIENCES","1050-8406","1532-7809","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Psychology, Educational | Education & Educational Research"
"JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION","1536-5050","1558-9439","MEDICAL LIBRARY ASSOC","65 EAST WACKER PLACE, STE 1900, CHICAGO, USA, IL, 60601-7298","English","Information Science & Library Science"
"JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY","0160-5682","1476-9360","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Management"
"JOURNAL OF THEORETICAL AND APPLIED ELECTRONIC COMMERCE RESEARCH","0718-1876","0718-1876","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Business"
"JOURNAL OF THEORETICAL POLITICS","0951-6298","1460-3667","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Political Science"
"JOURNAL OF THE PHILOSOPHY OF SPORT","0094-8705","1543-2939","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Ethics | Hospitality, Leisure, Sport & Tourism"
"JOURNAL OF THE POLYNESIAN SOCIETY","0032-4000","2230-5955","POLYNESIAN SOC INC","C/O MAORI STUDIES, UNIV AUCKLAND, PRIVATE BAG, AUCKLAND, NEW ZEALAND, 92019","English","Anthropology"
"JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE","1359-0987","1467-9655","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Anthropology"
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","0964-1998","1467-985X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Social Sciences, Mathematical Methods"
"JOURNAL OF THE SOCIETY FOR SOCIAL WORK AND RESEARCH","2334-2315","1948-822X","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","English","Social Work"
"JOURNAL OF TISSUE VIABILITY","0965-206X","1876-4746","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Nursing"
"JOURNAL OF TOURISM AND CULTURAL CHANGE","1476-6825","1747-7654","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Hospitality, Leisure, Sport & Tourism"
"JOURNAL OF TRANSCULTURAL NURSING","1043-6596","1552-7832","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Nursing"
"JOURNAL OF TRANSPORT AND LAND USE","1938-7849","1938-7849","UNIV MINNESOTA, CENTER TRANSPORTATION STUDIES","500 PILLSBURY DR, SE, MINNEAPOLIS, USA, MN, 55455","English","Transportation"
"JOURNAL OF TRANSPORTATION SAFETY & SECURITY","1943-9962","1943-9970","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Transportation"
"JOURNAL OF TRANSPORT ECONOMICS AND POLICY","0022-5258","1754-5951","UNIV BATH","JRNL OF TRANSPORT ECON & POL CLAVERTON DOWN, BATH, ENGLAND, AVON, BA2 7AY","English","Transportation | Economics"
"JOURNAL OF TRANSPORT GEOGRAPHY","0966-6923","1873-1236","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Transportation | Geography | Economics"
"JOURNAL OF TRANSPORT & HEALTH","2214-1405","2214-1413","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Transportation | Public, Environmental & Occupational Health"
"JOURNAL OF TRAUMA & DISSOCIATION","1529-9732","1529-9740","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Psychology, Clinical | Psychiatry"
"JOURNAL OF TRAUMA NURSING","1078-7496","1932-3883","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Nursing"
"JOURNAL OF TRAUMATIC STRESS","0894-9867","1573-6598","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Psychology, Clinical | Psychiatry"
"JOURNAL OF TRAVEL RESEARCH","0047-2875","1552-6763","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Hospitality, Leisure, Sport & Tourism"
"JOURNAL OF TRAVEL & TOURISM MARKETING","1054-8408","1540-7306","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Hospitality, Leisure, Sport & Tourism"
"JOURNAL OF URBAN AFFAIRS","0735-2166","1467-9906","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Urban Studies"
"JOURNAL OF URBAN ECONOMICS","0094-1190","1095-9068","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Urban Studies | Economics"
"JOURNAL OF URBAN HISTORY","0096-1442","1552-6771","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Urban Studies | History Of Social Sciences"
"JOURNAL OF URBAN PLANNING AND DEVELOPMENT","0733-9488","1943-5444","ASCE-AMER SOC CIVIL ENGINEERS","1801 ALEXANDER BELL DR, RESTON, USA, VA, 20191-4400","English","Urban Studies | Regional & Urban Planning"
"JOURNAL OF URBAN TECHNOLOGY","1063-0732","1466-1853","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Urban Studies"
"JOURNAL OF VACATION MARKETING","1356-7667","1479-1870","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Business | Hospitality, Leisure, Sport & Tourism"
"JOURNAL OF VALUE INQUIRY","0022-5363","1573-0492","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Ethics"
"JOURNAL OF VICTORIAN CULTURE","1355-5502","1750-0133","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","History"
"JOURNAL OF VISUAL CULTURE","1470-4129","1741-2994","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Cultural Studies"
"JOURNAL OF VISUAL IMPAIRMENT & BLINDNESS","0145-482X","1559-1476","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Rehabilitation"
"JOURNAL OF VOCATIONAL BEHAVIOR","0001-8791","1095-9084","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Psychology, Applied"
"JOURNAL OF WINE ECONOMICS","1931-4361","1931-437X","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Economics"
"JOURNAL OF WOMEN & AGING","0895-2841","1540-7322","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Women'S Studies | Gerontology"
"JOURNAL OF WOMEN POLITICS & POLICY","1554-477X","1554-4788","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Political Science | Women'S Studies"
"JOURNAL OF WOMENS HEALTH","1540-9996","1931-843X","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801","English","Public, Environmental & Occupational Health | Women'S Studies"
"JOURNAL OF WOMENS HISTORY","1042-7961","1527-2036","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","English","History | Women'S Studies"
"JOURNAL OF WORK AND ORGANIZATIONAL PSYCHOLOGY-REVISTA DE PSICOLOGIA DEL TRABAJO Y DE LAS ORGANIZACIONES","1576-5962","2174-0534","COLEGIO OFICIAL PSICOLOGOS MADRID","C/CUESTA SAN VICENTE, NO 4, 6 PLANTA, MADRID, SPAIN, 28008","Spanish, English","Psychology, Applied"
"JOURNAL OF WORLD BUSINESS","1090-9516","1878-5573","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Business"
"JOURNAL OF WORLD ENERGY LAW & BUSINESS","1754-9957","1754-9965","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Business | Law"
"JOURNAL OF WORLD PREHISTORY","0892-7537","1573-7802","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Anthropology"
"JOURNAL OF WORLD TRADE","1011-6702","2210-2795","KLUWER LAW INT","ZUIDPOOLSINGEL 2, PO BOX 316, ALPHEN AAN DEN RIJN, NETHERLANDS, 2400 AH","English","International Relations | Law | Economics"
"JOURNAL OF WOUND OSTOMY AND CONTINENCE NURSING","1071-5754","1528-3976","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Nursing"
"JOURNAL OF YOUTH AND ADOLESCENCE","0047-2891","1573-6601","SPRINGER/PLENUM PUBLISHERS","233 SPRING ST, NEW YORK, USA, NY, 10013","English","Psychology, Development"
"JOURNAL OF YOUTH STUDIES","1367-6261","1469-9680","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Social Sciences, Interdisciplinary"
"JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES","1079-5006","1758-535X","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Gerontology"
"JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES","1079-5014","1758-5368","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Psychology, Multidisciplinary | Gerontology"
"JUDGMENT AND DECISION MAKING","1930-2975","1930-2975","SOC JUDGMENT & DECISION MAKING","FLORIDA STATE UNIV, TALLAHASSEE, USA, FL, 32306-1110","English","Psychology, Multidisciplinary"
"JUSTICE QUARTERLY","0741-8825","1745-9109","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Criminology & Penology"
"JUSTICE SYSTEM JOURNAL","0098-261X","2327-7556","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Law"
"JUVENILE AND FAMILY COURT JOURNAL","0161-7109","1755-6988","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Law"
"KEDI JOURNAL OF EDUCATIONAL POLICY","1739-4341","1739-4341","KOREAN EDUCATIONAL DEVELOPMENTAL INST","7, GYOHAK-RO, DEOKSAN-MYEON, JINCHEON-GUN, CHUNGCHEONGBUK-DO, SOUTH KOREA, 27873","English","Education & Educational Research"
"KENNEDY INSTITUTE OF ETHICS JOURNAL","1054-6863","1086-3249","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","English","Social Issues | Ethics"
"KINDHEIT UND ENTWICKLUNG","0942-5403","2190-6246","HOGREFE VERLAG","MERKELSTRASSE 3, GOTTINGEN, Germany, 37085","English, German","Psychology, Development"
"KINESIOLOGY","1331-1441","1848-638X","UNIV ZAGREB, FAC KINESIOLOGY","HORVACANSKI ZAVOJ 15, ZAGREB, CROATIA, 10000","English","Rehabilitation"
"KNOWLEDGE MANAGEMENT RESEARCH & PRACTICE","1477-8238","1477-8246","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Information Science & Library Science | Management"
"KNOWLEDGE ORGANIZATION","0943-7444","","NOMOS VERLAGSGESELLSCHAFT MBH & CO KG","WALDSEESTR 3 5, BADEN-BADEN, GERMANY, 76530","Multi-Language","Information Science & Library Science"
"KOLNER ZEITSCHRIFT FUR SOZIOLOGIE UND SOZIALPSYCHOLOGIE","0023-2653","1861-891X","SPRINGER VIEWEG-SPRINGER FACHMEDIEN WIESBADEN GMBH","ABRAHAM-LINCOLN STASSE 46, WIESBADEN, GERMANY, 65189","German","Sociology | Psychology, Social"
"KOREAN ECONOMIC REVIEW","0254-3737","","KOREAN ECONOMIC ASSOCIATION","156 JEOKSEON-DONG, GWANGHWAMUN PLATINUM BUILDING 501HO, JONGNO-GU, SEOUL, SOUTH KOREA, 110 052","English","Economics"
"KOREAN JOURNAL OF DEFENSE ANALYSIS","1016-3271","1941-4641","KOREA INST DEFENSE ANALYSES-KIDA","37 HOEGI-RO, DONGDAEMUN-GU, SEOUL, SOUTH KOREA, 130-871","English","International Relations"
"KOREA OBSERVER","0023-3919","0023-3919","INST KOREAN STUDIES","CPO BOX 3410, SEOUL, SOUTH KOREA, 100-364","English","International Relations | Area Studies"
"KYKLOS","0023-5962","1467-6435","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","Multi-Language","Economics"
"LABORATORY PHONOLOGY","1868-6346","1868-6354","UBIQUITY PRESS LTD","Unit 3.22, East London Works, 65-75 Whitechapel Road, LONDON, England, E1 1DU","English","Linguistics"
"LABOR HISTORY","0023-656X","1469-9702","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","History Of Social Sciences | Industrial Relations & Labor"
"LABOUR ECONOMICS","0927-5371","1879-1034","ELSEVIER","RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX","English","Economics"
"LABOUR HISTORY","0023-6942","1839-3039","LIVERPOOL UNIV PRESS","4 CAMBRIDGE ST, LIVERPOOL, ENGLAND, L69 7ZU","English","History | Industrial Relations & Labor"
"LABOUR-LE TRAVAIL","0700-3862","1911-4842","CANADIAN COMMITTEE LABOUR HISTORY","MEMORIAL UNIV NEWFOUNDLAND DEPT HISTORY, ST JOHNS, CANADA, NEWFOUNDLAND, A1C 5S7","Multi-Language","History | Industrial Relations & Labor"
"LANCET GLOBAL HEALTH","2214-109X","2214-109X","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Public, Environmental & Occupational Health"
"LANCET PLANETARY HEALTH","2542-5196","2542-5196","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Public, Environmental & Occupational Health"
"LANCET PSYCHIATRY","2215-0374","2215-0374","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Psychiatry"
"LANCET PUBLIC HEALTH","2468-2667","2468-2667","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Public, Environmental & Occupational Health"
"LANCET REGIONAL HEALTH-WESTERN PACIFIC","2666-6065","2666-6065","ELSEVIER","RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX","","Public, Environmental & Occupational Health"
"LAND","2073-445X","2073-445X","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Environmental Studies"
"LAND ECONOMICS","0023-7639","1543-8325","UNIV WISCONSIN PRESS","JOURNAL DIVISION, 1930 MONROE ST, 3RD FL, MADISON, USA, WI, 53711","English","Environmental Studies | Economics"
"LANDSCAPE AND URBAN PLANNING","0169-2046","1872-6062","ELSEVIER","RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX","English","Urban Studies | Environmental Studies | Geography | Regional & Urban Planning"
"LANDSCAPE RESEARCH","0142-6397","1469-9710","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Environmental Studies | Geography"
"LAND USE POLICY","0264-8377","1873-5754","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Environmental Studies"
"LANGAGES","0458-726X","1958-9549","ARMAND COLIN","5 RUE LAROMIGUIERE, PARIS CEDEX 05, FRANCE, 75240","French","Linguistics"
"LANGUAGE","0097-8507","1535-0665","LINGUISTIC SOC AMER","1325 18TH ST NW, SUITE 211, WASHINGTON, USA, DC, 20036-6501","English","Linguistics"
"LANGUAGE ACQUISITION","1048-9223","1532-7817","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Linguistics"
